-0.115134,-0.081047,0.136027,-0.381641,-0.105748,0.281304,-0.171451,0.148366,0.106321,0.039457,0.023376,-0.230083,-0.239593,-0.108242,-0.082073,-0.031016
-0.265534,0.148629,-0.120414,-0.082537,0.118210,-0.127799,-0.311153,0.159315,0.151107,-0.167502,0.222186,-0.230109,-0.158444,-0.048691,0.413569,0.043001
-0.040158,0.201655,0.160003,0.163127,-0.056528,0.369382,-0.242418,-0.087599,-0.065906,0.032821,0.113316,-0.088922,0.028260,-0.163602,0.043195,-0.018643
0.004801,-0.305650,-0.080917,0.014597,0.097832,0.006841,-0.034454,0.054697,0.262098,0.031597,-0.126405,0.321407,-0.046918,-0.386733,0.010433,-0.101229
-0.123230,0.307398,-0.390256,-0.289617,-0.214369,-0.045587,-0.099057,-0.003501,0.222403,-0.218162,-0.106521,-0.127522,0.050379,-0.266408,-0.100154,-0.403515
-0.412423,-0.218315,-0.260888,0.308221,0.126205,-0.075849,0.339713,0.139426,0.030445,0.085730,-0.201895,0.048872,-0.182539,0.247257,0.107334,0.085424
0.040107,-0.041505,-0.189077,0.487982,0.254034,-0.371747,0.282340,0.545067,-0.034364,0.149678,0.048024,0.148848,0.209831,0.386481,0.175136,0.024331
0.374780,0.277534,0.620717,0.089718,0.094694,-0.059218,-0.396489,-0.163588,-0.038028,0.191609,0.300754,-0.028568,-0.210258,-0.202670,-0.206188,0.114924
0.107727,0.286382,0.116833,0.046733,0.025348,-0.211188,0.199157,-0.229330,-0.145125,0.007534,0.177100,0.199657,0.060963,-0.083610,0.039770,-0.135067
-0.215821,-0.307512,-0.079263,0.162486,0.162385,0.179136,-0.390914,-0.138962,-0.103354,0.008374,0.148220,-0.382277,-0.157037,0.213193,-0.133956,0.198140
0.131171,0.271623,0.394722,0.364681,0.034820,0.052002,-0.079254,-0.450328,0.070874,-0.064709,0.079614,0.168223,-0.234206,0.284066,0.055887,0.196908
0.185182,0.097295,-0.000018,0.451616,-0.289050,-0.016658,0.100577,0.204591,0.209145,0.087307,-0.101452,0.151231,-0.156523,0.170533,-0.008683,-0.299135
